1	501.501 289.109	443.635 115.624	278.166 69.030	157.068 42.946	121.098 37.457	140.931 44.543	82.338 30.371	58.593 24.519	133.726 46.500	3.926 0.164	0.483 0.053	0.151 0.102	14.780 14.906	15.959 4.733	3.404 0.276	8.900 1.682	1.960 0.951	48.313 4.338	4.116 0.939	10.360 2.426	73.100 48.494	7.795 2.319	0.000 0.000	0.529 0.501	0.000 0.000	0.451 0.593	2.712 0.911	1.636 0.494	0.000 0.000	1.875 0.545	0.919 0.274	0.000 0.000	0.000 0.000	0.963 0.478	0.000 0.000	0.993 0.089	0.019 0.137	2.954 0.246	0.936 0.247	0.000 0.000	0.512 0.625	0.578 0.500	16.873 0.049	16.244 0.052	16.256 0.051	7.188 0.103	7.726 0.097	7.385 0.100	1.581 0.105	1.079 0.086	1.047 0.086	1.421 0.124	0.686 0.101	0.649 0.114	  0.0085  0.3390  0.0256  0.0549  0.0000  0.1770  0.1305	0.2645	5.293	19679.0648	0.09142857142857143	60.29371428571429	-0.3817142857142858	0.07428571428571429	0.06285714285714286	0.05714285714285714	0.06857142857142857	0.06857142857142857	0.06285714285714286	0.02857142857142857	0.03428571428571429
2	501.501 289.109	409.040 126.580	247.848 72.148	149.589 43.634	98.260 37.059	140.309 49.615	81.641 31.961	58.669 27.862	116.718 41.024	3.938 0.159	0.483 0.045	0.123 0.105	11.493 14.210	13.775 4.617	3.497 0.343	9.043 1.912	1.973 1.129	52.699 4.818	3.845 1.284	9.715 2.988	57.468 48.491	8.030 2.311	0.000 0.000	0.405 0.543	0.000 0.000	0.285 0.498	1.681 0.819	1.983 0.157	0.000 0.000	1.627 0.522	0.800 0.401	0.000 0.000	0.000 0.000	1.053 0.661	0.000 0.000	0.996 0.071	0.000 0.000	2.969 0.212	0.886 0.319	0.000 0.000	0.662 0.806	0.402 0.493	16.890 0.054	16.241 0.057	16.255 0.055	7.253 0.124	7.817 0.103	7.458 0.101	1.577 0.108	1.034 0.067	1.005 0.065	1.390 0.267	0.678 0.086	0.643 0.091	  0.0083  0.3239  0.0172  0.0585  0.0000  0.1752  0.1491	0.2678	5.101	19634.045700000002	0.08571428571428572	58.430857142857135	-0.3434285714285714	0.07428571428571429	0.06285714285714286	0.05714285714285714	0.07428571428571429	0.06857142857142857	0.06285714285714286	0.022857142857142857	0.04
3	501.501 289.109	426.467 136.244	272.410 80.907	155.696 48.520	116.714 41.564	141.815 51.958	90.850 37.563	50.964 24.641	109.252 47.296	3.930 0.244	0.493 0.058	0.157 0.114	11.391 11.813	17.191 6.230	3.416 0.377	8.301 2.238	1.354 1.098	51.226 5.571	nan nan	10.816 2.831	79.770 65.943	8.209 2.809	0.000 0.000	0.442 0.505	0.000 0.000	0.891 0.690	2.597 0.930	0.799 0.711	0.000 0.000	1.468 0.603	0.863 0.345	0.000 0.000	0.000 0.000	0.940 0.793	0.000 0.000	0.976 0.156	0.004 0.063	2.928 0.315	0.839 0.368	0.000 0.000	0.599 0.710	0.795 0.695	16.966 0.057	16.335 0.052	16.346 0.052	7.445 0.163	8.006 0.142	7.664 0.152	1.627 0.112	1.163 0.094	1.121 0.095	1.345 0.240	0.877 0.144	0.845 0.162	  0.0084  0.3315  0.0243  0.0549  0.0000  0.1808  0.1280	0.2721	5.101	19628.0842	0.08571428571428572	59.23942857142856	-0.3245714285714286	0.07428571428571429	0.06285714285714286	0.05714285714285714	0.07428571428571429	0.06857142857142857	0.06857142857142857	0.02857142857142857	0.04
4	501.501 289.109	367.192 157.508	223.517 89.614	126.667 52.655	96.850 43.196	122.113 61.664	75.329 39.849	46.784 28.025	99.301 48.493	3.890 0.299	0.475 0.061	0.152 0.124	10.791 12.054	9.847 5.369	3.321 0.522	8.653 2.991	0.442 1.233	52.661 7.081	4.028 1.943	9.989 4.368	61.546 63.801	7.969 2.754	0.027 0.162	0.105 0.319	0.000 0.000	1.183 0.670	1.281 0.772	1.456 0.566	0.000 0.000	1.584 0.634	0.556 0.497	0.000 0.000	0.000 0.000	0.964 0.962	0.000 0.000	0.973 0.165	0.002 0.045	2.818 0.448	0.833 0.374	0.000 0.000	0.738 0.885	0.262 0.475	16.959 0.059	16.340 0.065	16.350 0.065	7.360 0.131	8.007 0.132	7.691 0.131	1.658 0.097	1.241 0.096	1.224 0.099	1.279 0.130	0.922 0.149	0.904 0.168	  0.0084  0.3300  0.0247  0.0613  0.0000  0.1750  0.1290	0.2716	5.101	19587.032300000003	0.08571428571428572	58.80857142857142	-0.31085714285714294	0.07428571428571429	0.06285714285714286	0.06285714285714286	0.07428571428571429	0.06285714285714286	0.06857142857142857	0.02857142857142857	0.04
5	501.501 289.109	334.043 148.449	212.583 85.324	118.642 47.792	93.941 45.078	110.844 56.220	59.821 31.656	51.023 32.726	93.330 56.957	3.785 0.655	0.471 0.102	0.134 0.140	9.477 12.909	12.643 5.974	3.193 0.713	7.601 2.685	1.441 1.248	49.092 10.820	nan nan	9.467 3.991	47.729 49.713	7.340 3.126	0.001 0.032	0.039 0.194	0.000 0.000	0.317 0.550	1.356 0.683	1.467 0.678	0.000 0.000	1.930 0.739	0.751 0.433	0.000 0.000	0.000 0.000	0.968 0.934	0.000 0.000	0.928 0.260	0.015 0.122	2.696 0.706	0.837 0.370	0.000 0.000	0.526 0.724	0.141 0.354	16.926 0.054	16.304 0.052	16.316 0.051	7.413 0.142	7.980 0.123	7.649 0.130	1.709 0.144	1.188 0.110	1.153 0.115	1.672 0.369	1.148 0.259	1.077 0.260	  0.0085  0.3352  0.0267  0.0555  0.0000  0.1831  0.1279	0.2631	5.101	19626.0452	0.08571428571428572	55.21485714285714	-0.3371428571428572	0.07428571428571429	0.06285714285714286	0.05714285714285714	0.08	0.06857142857142857	0.06857142857142857	0.022857142857142857	0.03428571428571429
6	501.501 289.109	458.342 142.332	275.081 80.947	153.592 45.326	121.490 43.904	159.545 55.685	88.105 33.732	71.441 30.982	119.515 55.518	3.991 0.260	0.515 0.060	0.162 0.102	14.768 14.418	19.438 5.103	3.534 0.376	8.653 2.143	2.035 0.959	48.322 5.710	nan nan	10.180 2.826	78.025 60.624	8.210 2.667	0.002 0.045	0.380 0.496	0.000 0.000	0.272 0.492	2.677 1.014	1.381 0.579	0.000 0.000	1.768 0.487	0.907 0.292	0.000 0.000	0.000 0.000	1.020 0.512	0.000 0.000	0.975 0.159	0.002 0.045	2.911 0.374	0.638 0.481	0.000 0.000	1.144 0.924	0.605 0.491	16.892 0.051	16.243 0.055	16.251 0.054	7.062 0.114	7.663 0.116	7.315 0.122	1.640 0.104	1.147 0.083	1.115 0.084	1.475 0.204	0.850 0.113	0.844 0.127	  0.0084  0.3355  0.0253  0.0591  0.0000  0.1763  0.1267	0.2687	5.101	19644.0836	0.08571428571428572	58.323428571428565	-0.34800000000000003	0.07428571428571429	0.06285714285714286	0.05714285714285714	0.07428571428571429	0.06857142857142857	0.06857142857142857	0.022857142857142857	0.04
7	501.501 289.109	522.415 118.285	341.598 74.377	198.651 44.417	142.947 41.977	163.084 47.722	103.243 31.500	59.841 28.609	180.437 58.951	3.897 0.111	0.457 0.043	0.189 0.100	24.552 18.849	16.842 4.367	3.638 0.237	10.778 1.868	2.095 0.879	48.449 4.248	4.743 0.869	11.643 2.040	130.282 71.785	8.881 2.576	0.001 0.032	0.658 0.475	0.001 0.032	0.778 0.643	3.088 0.945	2.025 0.625	0.000 0.000	1.927 0.603	0.983 0.133	0.000 0.000	0.000 0.000	1.232 0.510	0.000 0.000	1.001 0.001	0.003 0.055	2.947 0.238	0.879 0.327	0.000 0.000	1.275 0.817	0.808 0.414	16.835 0.051	16.191 0.064	16.202 0.062	7.203 0.113	7.748 0.120	7.432 0.116	1.643 0.120	1.105 0.107	1.070 0.102	1.365 0.197	0.730 0.129	0.688 0.128	  0.0084  0.3243  0.0256  0.0605  0.0000  0.1735  0.1350	0.2727	5.101	19696.115	0.09142857142857143	58.05714285714287	-0.3354285714285714	0.07428571428571429	0.05714285714285714	0.06285714285714286	0.06857142857142857	0.06857142857142857	0.06285714285714286	0.02857142857142857	0.04
8	501.501 289.109	379.061 149.618	227.695 85.464	141.274 52.038	86.422 41.359	139.361 55.092	96.745 38.669	42.616 25.623	88.576 60.153	3.931 0.402	0.513 0.081	0.156 0.119	11.500 14.758	8.657 5.148	3.365 0.560	8.813 2.893	0.578 0.808	51.069 8.005	3.932 1.493	9.799 3.783	54.518 54.687	6.295 3.036	0.005 0.071	0.091 0.291	0.000 0.000	1.403 0.571	1.105 0.740	0.857 0.835	0.000 0.000	1.733 0.543	0.864 0.344	0.000 0.000	0.000 0.000	1.026 0.859	0.000 0.000	0.922 0.270	0.008 0.089	2.637 0.597	0.908 0.290	0.000 0.000	1.027 0.969	0.080 0.271	17.038 0.069	16.423 0.070	16.431 0.072	7.422 0.125	7.998 0.139	7.693 0.178	1.833 0.180	1.390 0.169	1.350 0.172	1.683 0.190	1.448 0.261	1.511 0.240	  0.0084  0.3366  0.0262  0.0513  0.0000  0.1729  0.1301	0.2745	5.101	19628.0842	0.08571428571428572	59.23942857142856	-0.3245714285714286	0.07428571428571429	0.06285714285714286	0.05714285714285714	0.07428571428571429	0.06857142857142857	0.06857142857142857	0.02857142857142857	0.04
9	501.501 289.109	439.442 117.363	270.252 60.366	145.706 38.519	124.547 32.326	143.528 44.257	74.602 30.322	68.926 25.321	135.458 41.688	3.889 0.163	0.452 0.042	0.287 0.136	35.209 20.350	10.116 4.749	3.683 0.345	10.282 1.760	1.379 0.831	50.041 5.340	4.494 0.988	10.987 2.363	74.573 45.044	8.966 2.586	0.001 0.032	0.068 0.256	0.000 0.000	1.253 0.609	1.499 0.767	1.945 0.256	0.000 0.000	1.688 0.682	0.959 0.201	0.000 0.000	0.000 0.000	1.605 0.600	0.000 0.000	0.982 0.137	0.001 0.032	2.934 0.335	0.203 0.402	0.000 0.000	1.315 0.786	0.370 0.483	16.892 0.063	16.260 0.071	16.271 0.069	7.238 0.108	7.730 0.103	7.387 0.108	1.575 0.119	1.033 0.099	1.000 0.100	1.102 0.139	0.792 0.089	0.654 0.121	  0.0084  0.3260  0.0287  0.0526  0.0000  0.1758  0.1352	0.2733	5.101	19644.0836	0.08571428571428572	58.323428571428565	-0.34800000000000003	0.07428571428571429	0.06285714285714286	0.05714285714285714	0.07428571428571429	0.06857142857142857	0.06857142857142857	0.022857142857142857	0.04
10	501.501 289.109	356.195 130.028	230.787 75.821	116.880 44.018	113.907 41.765	130.873 46.746	65.750 28.998	65.123 27.547	99.136 46.047	3.848 0.629	0.471 0.096	0.274 0.173	23.953 20.723	15.275 6.552	3.474 0.770	6.420 2.256	1.564 0.853	46.701 9.544	nan nan	8.534 2.945	44.513 40.740	5.944 2.786	0.000 0.000	0.122 0.327	0.000 0.000	0.593 0.648	1.404 1.160	1.058 0.387	0.000 0.000	1.834 0.654	0.951 0.218	0.000 0.000	0.000 0.000	1.084 0.656	0.000 0.000	0.926 0.263	0.010 0.099	1.872 1.023	0.123 0.328	0.000 0.000	0.617 0.826	0.524 0.506	16.817 0.056	16.191 0.060	16.201 0.060	7.128 0.103	7.636 0.093	7.299 0.091	1.589 0.093	1.057 0.080	1.031 0.084	1.421 0.260	1.046 0.299	1.029 0.376	  0.0085  0.3212  0.0247  0.0513  0.0000  0.1828  0.1338	0.2777	5.101	19614.0576	0.08571428571428572	58.80857142857142	-0.32628571428571435	0.07428571428571429	0.06285714285714286	0.06285714285714286	0.07428571428571429	0.06285714285714286	0.06857142857142857	0.02857142857142857	0.04
