pock_volume	pock_volume_st	pock_asa	pock_asa_st	pock_pol_asa	pock_pol_asa_st	pock_apol_asa	pock_apol_asa_st	pock_asa22	pock_asa22_st	pock_pol_asa22	pock_pol_asa22_st	pock_apol_asa22	pock_apol_asa22_st	nb_as	nb_as_st	mean_as_ray	mean_as_ray_st	mean_as_solv_acc	mean_as_solv_acc_st	apol_as_prop	apol_as_prop_st	mean_loc_hyd_dens	mean_loc_hyb_dens_st	hydrophobicity_score	hydrophobicity_score_st	volume_score	volume_score_st	polarity_score	polarity_score_st	charge_score	charge_score_st	prop_polar_atm	prop_polar_atm_st	as_density	as_density_st	as_max_dst	as_max_dst_st	convex_hull_volume	convex_hull_volume_st	nb_abpa	nb_abpa_st	ala	ala_st	arg	arg_st	asn	asn_st	asp	asp_st	cys	cys_st	gln	gln_st	glu	glu_st	gly	gly_st	his	his_st	ile	ile_st	leu	leu_st	lys	lys_st	met	met_st	phe	phe_st	pro	pro_st	ser	ser_st	thr	thr_st	trp	trp_st	tyr	tyr_st	val	val_st	rog_pro_noh	rog_pro_noh_sd	rog_pro_bb	rog_pro_bb_sd	rog_pro_ca	rog_pro_ca_sd	rog_bs_noh	rog_bs_noh_sd	rog_bs_bb	rog_bs_bb_sd	rog_bs_ca	rog_bs_ca_sd	rmsd_pro_noh	rmsd_pro_noh_sd	rmsd_pro_bb	rmsd_pro_bb_st	rmsd_pro_ca	rmsd_pro_ca_sd	rmsd_bs_noh	rmsd_bs_noh_sd	rmsd_bs_bb	rmsd_bs_bb_sd	rmsd_bs_ca	rmsd_bs_ca_sd	b_para	b_anti	h_3-10	halpha	h_pi	turn	bend	random-coil	ip	molecular-weight	aromaticity	instability	gravy	%g	%a	%v	%l	%i	%p	%f	%m	%w				
430.528	106.718	271.634	62.494	157.377	41.229	114.257	34.302	135.624	44.281	79.163	28.704	56.461	27.08	138.538	41.271	3.903	0.167	0.471	0.047	0.136	0.086	13.144	11.169	14.445	4.829	3.275	0.239	8.651	1.385	1.792	0.943	49.341	4.244	3.978	0.844	10.394	2.551	68.479	44.13	8.43	2.416	0	0	0.325	0.477	0	0	0.472	0.611	2.68	1.047	1.767	0.436	0	0	2.128	0.504	0.942	0.236	0	0	0	0	0.997	0.377	0	0	0.998	0.055	0.002	0.045	2.957	0.223	0.924	0.267	0	0	0.267	0.494	0.494	0.522	16.905	0.059	16.261	0.061	16.272	0.06	7.12	0.096	7.667	0.088	7.29	0.094	1.637	0.137	1.092	0.122	1.062	0.12	1.426	0.125	0.745	0.102	0.713	0.112	0.0083	0.336	0.0281	0.0538	0	0.182	0.1323	0.2595	5.293	19645.0486	0.085714286	60.29371429	-0.376	0.074285714	0.062857143	0.057142857	0.074285714	0.068571429	0.062857143	0.022857143	0.034285714	0.017142857	1.5	2.1	WLEK0783	WLEK0783
447.281	170.872	266.985	94.938	156.773	59.088	110.212	42.603	154.688	62.835	95.713	45.084	58.975	25.903	111.343	50.083	3.947	0.397	0.508	0.077	0.178	0.113	14.903	13.405	14.552	5.764	3.484	0.516	9.234	2.8	1.065	1.197	50.977	6.82	4.257	1.498	10.394	3.304	85.901	75.385	7.586	2.772	0.002	0.045	0.205	0.404	0	0	0.874	0.68	2.042	0.993	1.955	0.375	0	0	1.738	0.686	0.742	0.438	0	0	0	0	0.992	0.858	0	0	0.95	0.22	0.008	0.089	2.818	0.472	0.5	0.5	0	0	1.148	1.018	0.568	0.515	16.831	0.045	16.203	0.057	16.214	0.057	7.313	0.11	7.955	0.09	7.661	0.093	1.651	0.121	1.21	0.113	1.176	0.108	1.278	0.154	0.956	0.13	0.934	0.14	0.0082	0.3318	0.0225	0.0503	0	0.1874	0.1337	0.2661	4.949	19544.9492	0.085714286	56.08285714	-0.324571429	0.08	0.062857143	0.057142857	0.074285714	0.068571429	0.068571429	0.022857143	0.04	0.017142857	2.4	3.2	WLEK0784	WLEK0784
506.795	135.97	316.964	75.906	174.451	46.714	142.513	42.991	163.38	50.072	95.606	34.433	67.774	30.827	157.992	52.591	3.897	0.099	0.467	0.039	0.183	0.097	20.834	16.124	16.296	4.548	3.484	0.275	9.248	1.911	2.01	0.863	47.937	4.249	4.751	1.003	11.387	2.053	117.602	73.824	9.687	3.072	0.005	0.071	0.509	0.508	0	0	0.702	0.613	2.806	0.881	1.256	0.447	0	0	1.951	0.463	0.973	0.165	0	0	0	0	1.23	0.599	0	0	0.995	0.077	0.001	0.032	2.923	0.286	0.865	0.343	0	0	0.79	0.778	0.681	0.469	16.917	0.061	16.307	0.066	16.314	0.065	7.131	0.118	7.67	0.125	7.313	0.123	1.639	0.153	1.149	0.138	1.116	0.134	1.338	0.2	0.776	0.129	0.766	0.146	0.0085	0.335	0.0266	0.0622	0	0.1699	0.1397	0.2581	4.949	19514.9232	0.085714286	56.568	-0.302857143	0.08	0.062857143	0.062857143	0.074285714	0.062857143	0.068571429	0.028571429	0.04	0.017142857	0.9	1.7	WLEK0785	WLEK0785
499.266	130.419	314.101	75.863	179.678	45.214	134.423	40.728	171.712	48.922	100.062	32.746	71.651	26.617	154.906	54.531	3.937	0.209	0.482	0.05	0.155	0.112	17.941	17.94	15.314	5.022	3.487	0.325	9.211	1.984	1.941	0.924	48.339	5.121	4.489	1.085	10.858	2.392	104.678	70.293	8.589	2.549	0.001	0.032	0.439	0.498	0	0	0.678	0.606	2.456	0.958	1.365	0.544	0	0	1.853	0.491	0.938	0.243	0	0	0	0	1.242	0.62	0	0	0.992	0.094	0.006	0.077	2.967	0.234	0.781	0.414	0	0	0.801	0.776	0.612	0.553	17.002	0.064	16.36	0.067	16.367	0.065	7.277	0.151	7.82	0.147	7.477	0.15	1.735	0.111	1.206	0.091	1.169	0.09	1.306	0.15	0.691	0.099	0.651	0.107	0.0085	0.3357	0.0248	0.0592	0	0.1821	0.121	0.2687	5.293	19679.0648	0.091428571	60.29371429	-0.381714286	0.074285714	0.062857143	0.057142857	0.068571429	0.068571429	0.062857143	0.028571429	0.034285714	0.017142857	1.5	2.1	WLEK0786	WLEK0786
373.739	159.265	237.909	91.497	124.699	50.01	113.209	49.065	123.814	55.327	64.978	32.718	58.836	29.331	99.45	52.198	3.744	0.7	0.456	0.1	0.265	0.18	23.702	20.553	12.312	6.326	3.519	0.815	8.495	3.095	1.456	0.847	47.888	11.291	4.151	1.639	10.118	4.044	62.047	54.655	7.8	3.416	0.008	0.089	0.051	0.22	0	0	0.781	0.6	1.288	0.674	1.404	0.688	0	0	1.552	0.732	0.88	0.326	0	0	0	0	1.306	0.74	0	0	0.91	0.288	0.016	0.125	2.551	0.821	0.39	0.488	0	0	1.132	0.951	0.224	0.419	16.96	0.06	16.344	0.063	16.358	0.062	7.098	0.116	7.638	0.117	7.279	0.119	1.798	0.163	1.288	0.131	1.261	0.135	1.249	0.172	1.017	0.222	0.96	0.268	0.0084	0.3286	0.0276	0.0505	0	0.1818	0.1392	0.2639	5.504	19648.1599	0.091428571	58.32342857	-0.296	0.074285714	0.062857143	0.057142857	0.074285714	0.068571429	0.068571429	0.028571429	0.04	0.017142857	1.6	1.4	WLEK0787	WLEK0787
400.489	126.727	255.889	77.26	141.352	47.895	114.538	39.449	133.194	50.405	78.223	34.229	54.971	25.047	125.022	57.765	3.915	0.129	0.483	0.053	0.152	0.107	15.093	15.772	16.741	5.162	3.386	0.349	8.264	2.207	1.463	0.964	48.245	4.905	3.814	1.247	9.63	3.043	62.417	56.994	7.24	2.496	0	0	0.154	0.366	0	0	0.48	0.564	2.308	0.599	1.189	0.602	0	0	1.617	0.528	0.79	0.408	0	0	0	0	0.999	0.703	0	0	0.999	0.045	0	0	2.948	0.232	0.913	0.283	0	0	0.791	0.863	0.238	0.471	16.896	0.062	16.255	0.056	16.266	0.057	7.273	0.184	7.807	0.18	7.462	0.192	1.563	0.1	1.054	0.093	1.017	0.088	1.37	0.158	0.71	0.144	0.694	0.155	0.0083	0.3318	0.0238	0.0525	0	0.18	0.1387	0.2649	5.101	19614.0576	0.085714286	58.80857143	-0.326285714	0.074285714	0.062857143	0.062857143	0.074285714	0.062857143	0.068571429	0.028571429	0.04	0.017142857	1.0	1.2	WLEK0789	WLEK0789
477.182	155.152	302.251	95.053	170.089	52.938	132.162	47.742	168.784	62.193	94.079	36.77	74.705	32.207	161.59	56.594	3.882	0.2	0.465	0.047	0.186	0.096	21.057	16.558	14.78	4.733	3.578	0.353	9.885	2.102	2.317	0.833	51.192	5.016	4.669	1.36	11.146	3.006	112.219	83.496	9.54	2.582	0.057	0.232	0.395	0.497	0	0	0.433	0.523	2.105	0.897	1.871	0.371	0	0	1.833	0.434	0.956	0.207	0	0	0	0	1.399	0.659	0	0	0.989	0.109	0	0	2.912	0.362	0.916	0.279	0	0	1.003	0.933	0.516	0.5	16.935	0.058	16.316	0.058	16.324	0.058	7.129	0.137	7.643	0.123	7.294	0.122	1.672	0.124	1.198	0.106	1.178	0.105	1.259	0.16	0.819	0.133	0.771	0.12	0.0085	0.3387	0.0248	0.0535	0	0.1834	0.1328	0.2583	5.101	19636.0417	0.085714286	58.97142857	-0.389142857	0.074285714	0.062857143	0.057142857	0.068571429	0.062857143	0.068571429	0.022857143	0.045714286	0.017142857	2.0	1.2	WLEK0790	WLEK0790
263.333	129.828	171.127	83.948	105.599	55.918	65.528	34.606	101.034	55.529	60.703	36.608	40.331	25.412	69.369	40.748	3.627	0.998	0.465	0.144	0.132	0.146	7.187	9.506	16.625	7.359	3.099	0.976	5.809	2.551	1.246	1.29	49.346	15.567	2.617	1.26	7.11	3.844	22.707	28.442	5.777	2.806	0.001	0.032	0.117	0.334	0	0	0.098	0.307	1.195	0.731	0.938	0.479	0	0	1.596	0.637	0.546	0.498	0	0	0	0	0.681	0.729	0	0	0.864	0.344	0	0	2.344	0.957	0.514	0.506	0	0	0.571	0.699	0.304	0.46	16.969	0.061	16.366	0.06	16.373	0.06	7.092	0.125	7.623	0.147	7.212	0.145	1.803	0.165	1.321	0.129	1.289	0.128	1.609	0.185	1.167	0.224	1.169	0.255	0.0084	0.3389	0.0255	0.0532	0	0.1779	0.1301	0.266	5.101	19660.083	0.085714286	57.35314286	-0.364	0.074285714	0.057142857	0.062857143	0.074285714	0.062857143	0.068571429	0.022857143	0.04	0.017142857	2.1	0.6	WLEK0792	WLEK0792
474.167	136.444	294.592	78.966	161.918	49.764	132.673	39.27	154.695	53.176	89.529	37.483	65.166	25.549	122.832	49.252	3.943	0.115	0.493	0.05	0.182	0.132	17.169	16.417	14.097	5.551	3.456	0.339	9.52	2.276	1.446	0.946	47.828	4.852	4.461	1.109	11.875	2.966	96.808	63.706	7.761	2.39	0	0	0.224	0.419	0	0	0.854	0.708	2.256	0.621	1.706	0.561	0	0	2.009	0.696	0.906	0.293	0	0	0	0	1.17	0.696	0	0	0.989	0.109	0.063	0.243	2.95	0.241	0.713	0.453	0	0	0.997	0.984	0.509	0.508	16.904	0.045	16.264	0.052	16.275	0.05	7.274	0.105	7.85	0.099	7.525	0.099	1.71	0.122	1.183	0.089	1.145	0.089	1.257	0.244	0.794	0.101	0.737	0.11	0.0083	0.3312	0.0256	0.0506	0	0.1859	0.1314	0.267	5.101	19648.0723	0.085714286	60.29371429	-0.342857143	0.074285714	0.062857143	0.057142857	0.074285714	0.068571429	0.062857143	0.022857143	0.04	0.017142857	3.9	3.4	WLEK0793	WLEK0793
266.829	134.9	172.72	82.712	96.457	45.293	76.264	43.998	112.639	57.75	60.639	31.528	52.001	32.86	53.811	40.082	3.795	0.684	0.514	0.115	0.154	0.158	6.314	9.169	17.276	9.193	3.237	0.798	5.864	2.789	1.202	1.185	51.197	12.545	3.125	1.685	8.012	4.178	30.536	43.123	5.284	2.809	0.004	0.063	0.121	0.329	0	0	0.274	0.455	1.149	0.798	0.884	0.608	0	0	1.679	0.552	0.632	0.483	0	0	0	0	0.723	0.715	0	0	0.84	0.368	0	0	2.157	0.972	0.527	0.5	0	0	0.546	0.772	0.453	0.498	17.003	0.055	16.372	0.056	16.388	0.056	7.169	0.114	7.685	0.118	7.291	0.125	1.852	0.134	1.437	0.126	1.418	0.129	1.637	0.165	1.273	0.209	1.249	0.23	0.0085	0.3364	0.0242	0.0556	0	0.1796	0.1293	0.2664	5.101	19630.0571	0.085714286	57.61428571	-0.361142857	0.074285714	0.068571429	0.051428571	0.074285714	0.068571429	0.068571429	0.022857143	0.04	0.017142857	0.9	1.4	WLEK0794	WLEK0794
467.089	130.04	299.537	79.556	162.104	46.4	137.433	44.8	165.554	54.869	94.335	35.949	71.219	31.431	120.138	37.928	4.008	0.107	0.497	0.042	0.179	0.114	14.108	11.97	14.948	6.063	3.458	0.298	9.111	1.966	1.403	0.996	51.883	4.754	4.544	1.235	11.546	2.678	82.884	55.741	8.757	2.477	0.005	0.071	0.491	0.514	0	0	0.983	0.588	2.29	0.86	1.246	0.667	0	0	1.56	0.628	0.905	0.295	0	0	0	0	0.99	0.76	0	0	0.998	0.055	0.005	0.071	2.956	0.238	0.96	0.198	0	0	0.58	0.678	0.828	0.695	16.942	0.045	16.32	0.048	16.328	0.047	7.477	0.121	8.038	0.114	7.69	0.12	1.612	0.119	1.161	0.093	1.141	0.094	1.412	0.217	0.85	0.114	0.825	0.138	0.0085	0.3323	0.0256	0.0554	0	0.1828	0.1277	0.2677	5.088	19602.0038	0.085714286	55.38171429	-0.351428571	0.074285714	0.062857143	0.068571429	0.074285714	0.057142857	0.068571429	0.022857143	0.04	0.017142857	1.7	1.9	WLEK0795	WLEK0795
440.985	175.346	275.068	98.464	181.922	64.782	93.145	40.584	153.106	68.163	112.672	53.236	40.433	24.188	118.596	54.679	3.901	0.301	0.468	0.06	0.117	0.106	10.755	12.748	15.933	5.617	3.511	0.468	9.001	2.658	1.393	1.222	52.901	7.057	4.255	1.547	10.396	3.482	83.451	68.373	7.789	2.78	0.005	0.071	0.362	0.481	0	0	0.738	0.666	2.447	1.155	1.695	0.505	0	0	1.445	0.599	0.746	0.436	0	0	0	0	1.023	0.839	0	0	0.971	0.171	0.003	0.055	2.916	0.354	0.546	0.498	0	0	0.975	0.948	0.563	0.543	16.888	0.061	16.287	0.059	16.293	0.059	7.283	0.105	7.902	0.098	7.566	0.101	1.708	0.142	1.194	0.118	1.167	0.117	1.151	0.128	0.81	0.115	0.794	0.133	0.0083	0.3354	0.0205	0.0537	0	0.1767	0.145	0.2604	5.101	19614.0576	0.085714286	56.29771429	-0.326285714	0.074285714	0.062857143	0.062857143	0.074285714	0.062857143	0.068571429	0.028571429	0.04	0.017142857	1.6	0.5	WLEK0796	WLEK0796
449.552	157.842	270.617	90.626	156.263	53.261	114.354	50.66	152.248	58.53	94.389	42.216	57.859	32.394	113.258	49.87	3.897	0.298	0.503	0.07	0.179	0.134	14.569	15.472	15.172	5.88	3.431	0.418	8.974	2.537	1.08	1.006	51.108	6.961	4.636	1.318	11.051	2.89	85.943	68.653	7.846	2.852	0.011	0.104	0.373	0.484	0	0	1.011	0.623	2.531	1.07	1.634	0.556	0	0	1.606	0.596	0.871	0.336	0	0	0	0	0.847	0.863	0	0	0.934	0.25	0	0	2.826	0.479	0.644	0.479	0	0	0.768	0.849	0.725	0.558	16.966	0.058	16.357	0.062	16.367	0.062	7.354	0.109	7.966	0.101	7.655	0.105	1.932	0.243	1.485	0.237	1.462	0.235	1.244	0.22	1.053	0.185	1.04	0.203	0.0084	0.3431	0.0237	0.0542	0	0.1789	0.1363	0.2554	4.832	19545.934	0.085714286	59.644	-0.324571429	0.08	0.062857143	0.057142857	0.074285714	0.068571429	0.068571429	0.022857143	0.04	0.017142857	1.8	0.7	WLEK0797	WLEK0797
369.443	142.678	234.354	85.863	129.722	50.389	104.632	42.393	118.359	55.617	68.916	35.989	49.443	26.794	89.769	44.814	3.941	0.115	0.475	0.05	0.217	0.139	14.999	14.92	15.139	6.59	3.422	0.455	8.179	2.894	0.71	1.168	50.384	5.91	4.029	1.88	10.152	4.346	61.615	61.04	6.954	2.581	0.001	0.032	0.037	0.189	0	0	0.898	0.719	1.378	0.649	0.827	0.769	0	0	1.669	0.607	0.587	0.493	0	0	0	0	0.984	0.948	0	0	0.989	0.109	0.042	0.201	2.805	0.418	0.872	0.335	0	0	1.169	1.045	0.268	0.456	16.976	0.059	16.362	0.059	16.375	0.058	7.348	0.154	7.936	0.154	7.602	0.167	1.634	0.101	1.209	0.092	1.184	0.094	1.305	0.167	1.02	0.191	0.994	0.218	0.0084	0.3331	0.0258	0.053	0	0.1843	0.1231	0.2723	5.101	19648.0723	0.085714286	60.29371429	-0.342857143	0.074285714	0.062857143	0.057142857	0.074285714	0.068571429	0.062857143	0.022857143	0.04	0.017142857	1.4	2.6	WLEK0799	WLEK0799
474.207	135.374	296.715	79.9	148.176	43.697	148.539	44.185	162.183	55.694	79.785	30.218	82.398	32.874	131.693	45.52	3.871	0.36	0.476	0.056	0.232	0.118	21.706	14.765	13.013	4.649	3.566	0.426	9.846	2.036	1.874	0.749	46.089	5.987	4.933	1.188	11.861	2.671	99.945	67.524	9.065	2.669	0.003	0.055	0.134	0.341	0.002	0.045	0.92	0.518	2.305	0.956	1.356	0.526	0	0	1.728	0.538	0.933	0.252	0	0	0	0	1.727	0.57	0	0	0.974	0.162	0.002	0.045	2.879	0.452	0.822	0.383	0	0	1.073	0.664	0.318	0.466	16.983	0.052	16.354	0.052	16.371	0.052	7.153	0.1	7.64	0.093	7.262	0.094	1.692	0.107	1.224	0.094	1.211	0.096	1.243	0.1	0.858	0.108	0.795	0.126	0.0083	0.3404	0.0224	0.0549	0	0.1847	0.1274	0.2619	4.948	19578.9671	0.085714286	55.38171429	-0.353142857	0.074285714	0.062857143	0.068571429	0.074285714	0.057142857	0.068571429	0.022857143	0.04	0.017142857	1.8	1.2	WLEK0802	WLEK0802
454.239	146.354	282.508	84.982	166.801	57.015	115.706	37.635	154.323	52.083	102.715	40.962	51.608	23.208	134.668	54.031	3.928	0.254	0.493	0.067	0.168	0.133	16.824	17.031	19.364	4.968	3.649	0.42	9.176	2.614	2.006	0.914	49.887	5.327	4.149	1.16	10.461	2.695	84.656	63.434	8.436	2.753	0	0	0.416	0.493	0	0	0.46	0.589	2.473	0.905	1.462	0.552	0	0	1.598	0.574	0.972	0.168	0	0	0	0	1.078	0.753	0	0	0.99	0.104	0	0	2.876	0.394	0.528	0.499	0	0	1.384	1.116	0.661	0.478	16.86	0.045	16.228	0.048	16.241	0.047	7.135	0.107	7.798	0.1	7.472	0.1	1.701	0.139	1.214	0.104	1.186	0.105	1.285	0.184	0.983	0.163	0.973	0.174	0.0084	0.3374	0.03	0.0508	0	0.1883	0.1218	0.2633	5.101	19628.0842	0.085714286	59.23942857	-0.324571429	0.074285714	0.062857143	0.057142857	0.074285714	0.068571429	0.068571429	0.028571429	0.04	0.017142857	1.6	1.4	WLEK0803	WLEK0803
341.882	158.261	212.273	88.006	129.2	57.466	83.072	39.271	115.673	59.248	74.075	41.146	41.599	26.093	85.712	46.087	3.903	0.321	0.494	0.064	0.155	0.136	10.736	12.449	13.618	5.154	3.362	0.548	8.018	2.94	1.071	1.253	51.448	6.818	3.813	1.863	9.366	4.292	53.607	59.411	6.69	2.56	0.002	0.045	0.161	0.378	0	0	0.559	0.664	1.322	0.654	1.38	0.563	0	0	1.327	0.531	0.549	0.498	0	0	0	0	0.92	0.934	0	0	0.987	0.117	0.031	0.173	2.85	0.433	0.926	0.263	0	0	0.673	0.866	0.244	0.454	16.973	0.054	16.346	0.054	16.355	0.054	7.287	0.116	7.893	0.112	7.539	0.119	1.777	0.133	1.261	0.105	1.232	0.102	1.233	0.138	0.815	0.113	0.791	0.128	0.0085	0.3151	0.0258	0.0552	0	0.1776	0.1361	0.2817	5.101	19644.0836	0.085714286	58.32342857	-0.348	0.074285714	0.062857143	0.057142857	0.074285714	0.068571429	0.068571429	0.022857143	0.04	0.017142857	1.9	0.1	WLEK0804	WLEK0804
457.189	150.904	275.162	86.508	156.507	55.408	118.656	42.936	164.855	56.288	104.004	44.461	60.851	25.776	117.308	57.343	3.91	0.371	0.517	0.077	0.237	0.144	21.827	19.374	20.448	6.525	3.848	0.508	9.476	2.734	1.914	0.898	48.604	6.617	4.368	1.282	10.535	2.984	87.437	67.682	8.115	2.679	0	0	0.31	0.463	0	0	0.524	0.558	2.079	0.938	1.16	0.473	0	0	1.335	0.535	0.893	0.31	0	0	0	0	1.235	0.779	0	0	0.976	0.156	0	0	2.742	0.556	0.604	0.489	0	0	2.008	1.207	0.519	0.504	16.848	0.042	16.218	0.043	16.229	0.042	7.215	0.101	7.824	0.096	7.491	0.099	1.761	0.141	1.231	0.112	1.201	0.108	1.269	0.167	1.003	0.169	1.008	0.189	0.0081	0.331	0.0231	0.0538	0	0.1755	0.1468	0.2617	5.101	19629.112	0.085714286	57.22285714	-0.302285714	0.074285714	0.062857143	0.057142857	0.074285714	0.074285714	0.068571429	0.022857143	0.04	0.017142857	1.2	2.0	WLEK0806	WLEK0806
270.626	91.69	155.087	55.014	87.169	30.329	67.919	29.777	92.028	40.095	51.117	21.588	40.911	23.301	82.386	33.486	3.875	0.369	0.516	0.068	0.121	0.099	7.567	8.669	11.315	6.055	3.204	0.466	7.287	1.835	0.62	1.055	51.712	7.033	2.58	0.963	7.227	3.263	22.194	26.274	6.721	2.102	0	0	0.08	0.286	0	0	0.604	0.574	1.514	0.711	1.526	0.54	0	0	1.768	0.53	0.249	0.433	0	0	0	0	0.895	0.561	0	0	0.963	0.191	0	0	2.787	0.532	0.83	0.377	0	0	0.316	0.544	0.185	0.388	16.974	0.054	16.368	0.061	16.379	0.06	7.128	0.129	7.654	0.123	7.253	0.13	1.731	0.134	1.242	0.129	1.204	0.121	1.582	0.125	1.051	0.164	1.017	0.186	0.0085	0.3335	0.0243	0.0532	0	0.1768	0.1301	0.2736	5.101	19630.057	0.085714286	57.89257143	-0.349714286	0.074285714	0.062857143	0.062857143	0.074285714	0.062857143	0.068571429	0.022857143	0.04	0.017142857	2.3	2.1	WLEK0807	WLEK0807
457.271	132.975	286.863	79.449	136.71	47.664	150.152	49.58	156.146	53.11	73.504	32.989	82.642	33.29	142.473	50.881	3.852	0.159	0.462	0.042	0.29	0.132	30.49	18.936	14.455	4.424	3.645	0.378	9.761	2.342	1.729	0.732	46.162	5.182	4.833	1.193	12.244	3.148	84.048	53.992	8.917	2.762	0.003	0.055	0.046	0.209	0	0	0.861	0.531	1.987	0.745	1.181	0.429	0	0	1.756	0.521	0.916	0.279	0	0	0	0	1.628	0.661	0	0	0.978	0.15	0.015	0.122	2.829	0.426	0.765	0.425	0	0	1.535	0.949	0.184	0.388	17	0.056	16.375	0.054	16.385	0.054	7.161	0.141	7.746	0.129	7.387	0.124	1.746	0.135	1.284	0.111	1.261	0.114	1.171	0.13	0.918	0.127	0.898	0.139	0.0084	0.34	0.0279	0.0521	0	0.1779	0.146	0.2477	5.088	19586.0044	0.085714286	56.29771429	-0.328	0.074285714	0.062857143	0.068571429	0.074285714	0.057142857	0.068571429	0.028571429	0.04	0.017142857	0.5	0.7	WLEK0808	WLEK0808
393.372	150.352	246.23	86.443	140.862	61.788	105.368	37.071	130.182	60.254	78.938	46.903	51.244	23.643	97.419	41.868	3.957	0.122	0.482	0.052	0.141	0.109	9.644	9.619	16.513	5.83	3.213	0.447	7.717	2.707	0.645	1.376	51.056	5.682	3.842	1.601	9.588	3.661	61.35	62.533	7.388	2.389	0.006	0.077	0.185	0.401	0	0	0.748	0.658	1.799	0.853	0.982	0.568	0	0	2.04	0.63	0.513	0.5	0	0	0	0	0.695	0.839	0	0	1	0.032	0.039	0.194	2.896	0.316	0.975	0.159	0	0	0.723	0.982	0.693	0.64	16.99	0.055	16.372	0.061	16.383	0.059	7.327	0.195	7.898	0.22	7.593	0.229	1.813	0.139	1.323	0.107	1.293	0.104	1.436	0.133	1.044	0.125	0.977	0.137	0.0085	0.3221	0.0236	0.0511	0	0.1702	0.1438	0.2807	5.101	19614.0576	0.085714286	58.80857143	-0.326285714	0.074285714	0.062857143	0.062857143	0.074285714	0.062857143	0.068571429	0.028571429	0.04	0.017142857	2.8	2.5	WLEK0810	WLEK0810
411.474	114.87	284.287	71.022	176.921	47.473	107.366	33.088	119.616	50.372	80.102	34.481	39.514	24.952	147.303	49.694	3.862	0.231	0.454	0.056	0.118	0.097	13.177	14.556	17.628	4.463	3.551	0.314	9.097	1.791	2.114	0.836	50.937	5.017	3.959	0.881	10.389	2.11	86.395	55.81	8.751	2.497	0	0	0.39	0.49	0	0	0.38	0.535	2.752	0.812	1.666	0.503	0	0	1.623	0.562	0.975	0.159	0	0	0	0	1.129	0.433	0	0	0.989	0.109	0.02	0.14	2.929	0.314	0.718	0.451	0	0	0.91	0.792	0.596	0.491	16.916	0.066	16.28	0.073	16.29	0.071	7.083	0.111	7.608	0.114	7.279	0.109	1.756	0.124	1.272	0.087	1.234	0.087	1.434	0.141	0.887	0.095	0.813	0.104	0.0076	0.3363	0.0249	0.052	0	0.1738	0.1372	0.2682	5.101	19559.9639	0.085714286	59.19142857	-0.368571429	0.08	0.062857143	0.057142857	0.068571429	0.068571429	0.068571429	0.022857143	0.04	0.017142857	1.5	1.9	WLEK0814	WLEK0814
357.475	149.137	217.623	86.841	120.132	46.578	97.492	50.63	122.145	59.858	74.199	37.814	47.946	31.607	76.155	40.928	3.954	0.316	0.508	0.081	0.194	0.142	10.837	10.915	13.202	6.803	3.334	0.586	7.841	2.741	0.743	1.344	51.478	8.087	3.948	1.821	9.792	4.274	52.951	60.392	6.506	2.832	0.023	0.15	0.171	0.387	0	0	0.871	0.663	1.396	0.814	1.073	0.619	0	0	1.749	0.758	0.724	0.448	0	0	0	0	0.719	0.91	0	0	0.892	0.312	0.003	0.055	2.537	0.706	0.843	0.365	0	0	0.903	1.061	0.318	0.497	16.991	0.062	16.375	0.074	16.391	0.073	7.356	0.146	7.973	0.146	7.685	0.13	1.747	0.141	1.265	0.124	1.247	0.12	1.53	0.224	1.142	0.214	1.095	0.207	0.0079	0.3387	0.0256	0.0628	0	0.1573	0.134	0.2737	5.088	19600.031	0.085714286	58.80857143	-0.326285714	0.074285714	0.062857143	0.062857143	0.074285714	0.062857143	0.068571429	0.028571429	0.04	0.017142857	4.2	0.3	WLEK0815	WLEK0815
335.936	129.673	212.56	76.804	124.792	46.348	87.768	37.295	123.44	48.769	74.293	31.716	49.147	24.581	82.255	41.205	3.866	0.325	0.507	0.068	0.142	0.13	9.471	12.571	12.254	5.754	3.466	0.501	8.068	2.704	1.728	0.976	50.414	7.385	3.68	1.41	9.3	3.418	43.66	45.115	6.378	2.458	0.048	0.214	0.119	0.33	0	0	0.479	0.586	1.22	0.644	1.558	0.579	0	0	1.713	0.489	0.824	0.382	0	0	0	0	1.264	0.715	0	0	0.929	0.258	0	0	2.559	0.661	0.536	0.505	0	0	0.729	0.88	0.267	0.442	17.065	0.061	16.449	0.06	16.455	0.059	7.361	0.17	7.792	0.168	7.399	0.171	1.832	0.131	1.357	0.111	1.337	0.111	1.716	0.212	1.291	0.148	1.282	0.19	0.0083	0.3273	0.0228	0.0504	0	0.1787	0.1413	0.2712	5.101	19629.112	0.085714286	57.22285714	-0.302285714	0.074285714	0.062857143	0.057142857	0.074285714	0.074285714	0.068571429	0.022857143	0.04	0.017142857	1.4	1.9	WLEK0816	WLEK0816
