pock_volume	pock_volume_st	pock_asa	pock_asa_st	pock_pol_asa	pock_pol_asa_st	pock_apol_asa	pock_apol_asa_st	pock_asa22	pock_asa22_st	pock_pol_asa22	pock_pol_asa22_st	pock_apol_asa22	pock_apol_asa22_st	nb_as	nb_as_st	mean_as_ray	mean_as_ray_st	mean_as_solv_acc	mean_as_solv_acc_st	apol_as_prop	apol_as_prop_st	mean_loc_hyd_dens	mean_loc_hyb_dens_st	hydrophobicity_score	hydrophobicity_score_st	volume_score	volume_score_st	polarity_score	polarity_score_st	charge_score	charge_score_st	prop_polar_atm	prop_polar_atm_st	as_density	as_density_st	as_max_dst	as_max_dst_st	convex_hull_volume	convex_hull_volume_st	nb_abpa	nb_abpa_st	ala	ala_st	arg	arg_st	asn	asn_st	asp	asp_st	cys	cys_st	gln	gln_st	glu	glu_st	gly	gly_st	his	his_st	ile	ile_st	leu	leu_st	lys	lys_st	met	met_st	phe	phe_st	pro	pro_st	ser	ser_st	thr	thr_st	trp	trp_st	tyr	tyr_st	val	val_st	rog_pro_noh	rog_pro_noh_sd	rog_pro_bb	rog_pro_bb_sd	rog_pro_ca	rog_pro_ca_sd	rog_bs_noh	rog_bs_noh_sd	rog_bs_bb	rog_bs_bb_sd	rog_bs_ca	rog_bs_ca_sd	rmsd_pro_noh	rmsd_pro_noh_sd	rmsd_pro_bb	rmsd_pro_bb_st	rmsd_pro_ca	rmsd_pro_ca_sd	rmsd_bs_noh	rmsd_bs_noh_sd	rmsd_bs_bb	rmsd_bs_bb_sd	rmsd_bs_ca	rmsd_bs_ca_sd	b_para	b_anti	h_3-10	halpha	h_pi	turn	bend	random-coil	ip	molecular-weight	aromaticity	instability	gravy	%g	%a	%v	%l	%i	%p	%f	%m	%w				
418.628	119.372	270.862	77.972	146.616	51.013	124.246	37.449	132.748	49.428	76.321	33.013	56.427	25.84	138.811	46.727	3.853	0.153	0.453	0.041	0.181	0.105	19.088	15.363	12.748	4.821	3.38	0.358	9.034	2.116	1.423	1.073	47.476	4.621	4.018	1.104	10.62	2.844	72.934	54.351	8.484	2.619	0	0	0.073	0.268	0	0	0.774	0.648	1.924	0.471	1.37	0.491	0	0	2.046	0.663	0.777	0.417	0	0	0	0	1.347	0.77	0	0	0.997	0.063	0.001	0.032	2.959	0.228	0.913	0.283	0	0	0.821	0.695	0.217	0.415	16.989	0.056	16.377	0.057	16.388	0.056	7.146	0.098	7.684	0.099	7.301	0.101	1.74	0.123	1.228	0.104	1.215	0.107	1.163	0.113	0.811	0.121	0.736	0.129	0.0085	0.3412	0.024	0.0568	0	0.1828	0.1264	0.2603	5.101	19658.1102	0.085714286	60.18628571	-0.347428571	0.074285714	0.062857143	0.057142857	0.074285714	0.068571429	0.068571429	0.022857143	0.04	0.017142857	2.6	3.7	WLEK0446	WLEK0446
461.178	124.527	290.157	74.851	165.399	49.431	124.757	34.559	150.506	47.095	89.073	34.49	61.432	24.047	132.333	53.923	3.933	0.214	0.489	0.056	0.141	0.096	12.904	13.597	18.299	5.139	3.478	0.329	8.131	1.942	1.938	0.937	49.053	4.877	4.33	1.025	10.417	2.236	85.884	56.58	8.334	2.651	0	0	0.571	0.495	0	0	0.547	0.595	2.747	0.905	1.107	0.448	0	0	1.755	0.498	0.928	0.26	0	0	0	0	0.986	0.547	0	0	0.987	0.117	0.001	0.032	2.921	0.318	0.368	0.482	0	0	0.703	0.77	0.803	0.606	16.906	0.051	16.278	0.054	16.286	0.054	7.238	0.134	7.785	0.124	7.442	0.122	1.562	0.084	1.083	0.074	1.035	0.078	1.315	0.14	0.677	0.111	0.67	0.134	0.0083	0.3338	0.0235	0.0589	0	0.1689	0.137	0.2696	5.293	19689.1027	0.091428571	60.18628571	-0.386285714	0.074285714	0.062857143	0.057142857	0.068571429	0.068571429	0.068571429	0.028571429	0.034285714	0.017142857	4.3	7.4	WLEK0447	WLEK0447
428.283	124.188	276.111	77.649	162.568	53.298	113.543	37.745	135.193	49.992	84.985	36.723	50.208	25.646	151.411	56.383	3.869	0.119	0.454	0.044	0.168	0.106	17.874	15.539	15.296	4.69	3.454	0.301	9.057	2.019	1.677	0.859	47.588	4.425	4.16	1.038	10.18	2.43	79.507	59.706	8.358	2.763	0	0	0.277	0.448	0	0	0.657	0.571	2.443	0.854	1.343	0.499	0	0	1.806	0.429	0.903	0.297	0	0	0	0	1.154	0.601	0	0	0.996	0.071	0	0	2.927	0.297	0.913	0.283	0	0	0.883	0.798	0.31	0.465	16.904	0.06	16.268	0.067	16.275	0.067	7.206	0.107	7.741	0.098	7.368	0.102	1.61	0.134	1.097	0.116	1.068	0.117	1.311	0.152	0.699	0.11	0.701	0.136	0.0083	0.3223	0.0242	0.0584	0	0.1719	0.1412	0.2737	5.293	19689.1027	0.091428571	60.18628571	-0.386285714	0.074285714	0.062857143	0.057142857	0.068571429	0.068571429	0.068571429	0.028571429	0.034285714	0.017142857	-0.1	0.0	WLEK0448	WLEK0448
402.151	148.184	249.435	87.462	136.447	53.755	112.988	43.701	133.717	56.494	78.239	39.094	55.478	29.452	123.862	56.986	3.848	0.277	0.468	0.058	0.18	0.136	17.645	18.362	15.033	4.625	3.474	0.467	8.499	2.394	1.763	0.78	47.413	6.018	4.104	1.459	10.135	3.607	67.971	59.498	7.509	2.566	0.003	0.055	0.53	0.563	0.002	0.045	0.461	0.53	1.795	0.571	1.163	0.471	0	0	1.658	0.508	0.909	0.289	0	0	0	0	0.785	0.412	0	0	0.983	0.133	0.001	0.032	2.862	0.451	0.878	0.328	0	0	0.909	0.93	0.118	0.323	16.927	0.053	16.299	0.055	16.307	0.055	7.205	0.116	7.787	0.103	7.447	0.104	1.718	0.111	1.168	0.08	1.124	0.079	1.25	0.172	0.728	0.108	0.73	0.131	0.0085	0.3191	0.0237	0.056	0	0.1753	0.1454	0.272	4.832	19672.097	0.085714286	58.38057143	-0.351428571	0.074285714	0.062857143	0.057142857	0.074285714	0.068571429	0.068571429	0.022857143	0.04	0.017142857	0.0	0.0	WLEK0450	WLEK0450
383.987	133.14	246.365	78.736	129.513	47.314	116.852	41.778	123.474	52.696	72.03	34.818	51.444	26.889	107.761	45.157	3.862	0.208	0.478	0.055	0.178	0.116	14.461	13.852	15.702	6.318	3.369	0.417	8.286	2.103	1.486	1.071	48.667	5.243	3.934	1.255	10.126	3.092	61.712	55.481	8.092	2.554	0.006	0.077	0.254	0.44	0	0	0.547	0.6	2.168	0.922	1.22	0.491	0	0	2.026	0.685	0.814	0.39	0	0	0	0	0.965	0.601	0	0	0.976	0.156	0.004	0.063	2.824	0.423	0.825	0.381	0	0	0.837	0.958	0.359	0.496	16.917	0.071	16.289	0.075	16.296	0.076	7.259	0.119	7.758	0.109	7.393	0.114	1.561	0.132	1.08	0.116	1.037	0.116	1.303	0.23	0.913	0.157	0.913	0.169	0.0084	0.3328	0.0253	0.0554	0	0.1777	0.138	0.2624	4.832	19545.934	0.085714286	59.644	-0.324571429	0.08	0.062857143	0.057142857	0.074285714	0.068571429	0.068571429	0.022857143	0.04	0.017142857	1.0	0.3	WLEK0452	WLEK0452
454.199	156.184	273.024	86.238	154.983	52.553	118.041	42.936	152.646	58.082	92.887	41.511	59.759	27.111	127.512	59.147	3.909	0.112	0.492	0.047	0.254	0.16	27.731	21.005	13.36	6.491	3.642	0.408	9.782	2.611	1.446	1.05	48.719	5.668	4.422	1.332	11.077	3.326	88.492	64.959	7.685	2.466	0	0	0.14	0.347	0	0	0.987	0.743	1.932	0.943	1.355	0.715	0	0	1.587	0.633	0.797	0.403	0	0	0	0	1.496	0.752	0	0	0.974	0.162	0.091	0.288	2.848	0.414	0.74	0.439	0	0	1.419	0.985	0.313	0.47	16.904	0.055	16.255	0.055	16.267	0.054	7.248	0.099	7.865	0.103	7.534	0.108	1.642	0.116	1.174	0.096	1.134	0.099	1.116	0.105	0.742	0.09	0.691	0.109	0.0084	0.3325	0.0256	0.0543	0	0.1756	0.137	0.2666	4.961	19545.934	0.085714286	59.644	-0.324571429	0.08	0.062857143	0.057142857	0.074285714	0.068571429	0.068571429	0.022857143	0.04	0.017142857	0.8	0.1	WLEK0453	WLEK0453
282.834	176.165	174.964	102.641	101.061	59.962	73.902	50.533	105.847	64.684	67.275	44.517	38.573	29.143	65.452	56.393	3.577	1.109	0.478	0.17	0.171	0.176	12.467	17.124	13.52	8.595	3.313	1.189	6.858	3.695	1.002	1.175	47.825	17.539	3.082	1.856	7.759	4.843	39.949	53.009	4.702	2.871	0.001	0.032	0.076	0.269	0	0	0.569	0.614	0.964	1.029	0.777	0.693	0	0	1.025	0.613	0.549	0.498	0	0	0	0	0.946	0.91	0	0	0.805	0.397	0	0	2.316	1.03	0.575	0.495	0	0	1.05	1.003	0.179	0.391	16.874	0.055	16.274	0.056	16.277	0.056	7.26	0.114	7.891	0.113	7.543	0.115	1.723	0.171	1.236	0.164	1.202	0.166	1.396	0.202	1.058	0.228	1.043	0.247	0.0084	0.3293	0.0257	0.0582	0	0.1749	0.1387	0.2648	4.821	19544.9492	0.085714286	58.54342857	-0.324571429	0.08	0.062857143	0.057142857	0.074285714	0.068571429	0.068571429	0.022857143	0.04	0.017142857	0.1	0.0	WLEK0454	WLEK0454
459.83	136.192	313.792	85.975	187.399	55.153	126.393	39.67	152.874	54.627	97.028	38.729	55.845	26.416	161.908	52.261	3.857	0.269	0.443	0.05	0.141	0.104	17.219	16.376	16.409	4.718	3.541	0.411	9.485	2.213	1.752	0.928	49.674	5.645	4.15	1.07	10.694	2.839	95.931	68.291	7.585	2.408	0	0	0.332	0.471	0	0	0.648	0.602	2.413	0.654	1.46	0.51	0	0	1.675	0.585	0.923	0.268	0	0	0	0	1.145	0.542	0	0	0.995	0.077	0.005	0.071	2.939	0.325	0.912	0.285	0	0	1.126	1.009	0.52	0.506	16.912	0.051	16.272	0.05	16.279	0.05	7.271	0.116	7.82	0.111	7.478	0.118	1.585	0.107	1.035	0.088	1.003	0.09	1.296	0.203	0.697	0.105	0.658	0.123	0.0084	0.3334	0.0237	0.0529	0	0.1868	0.1374	0.2574	5.101	19678.0998	0.091428571	58.32342857	-0.353714286	0.074285714	0.062857143	0.057142857	0.068571429	0.068571429	0.068571429	0.028571429	0.04	0.017142857	2.3	4.0	WLEK0456	WLEK0456
480.078	126.309	312.012	73.865	189.199	47.111	122.814	37.689	159.423	52.516	101.59	37.518	57.833	26.945	167.652	55.453	3.932	0.124	0.468	0.047	0.114	0.084	13.983	14.379	15.197	4.773	3.414	0.272	8.781	1.767	1.797	0.952	50.22	4.394	4.257	0.995	10.67	2.275	96.393	65.079	8.76	2.852	0	0	0.416	0.495	0	0	0.707	0.704	2.481	0.873	1.333	0.492	0	0	1.945	0.436	0.957	0.205	0	0	0	0	1.131	0.581	0	0	0.998	0.055	0	0	2.982	0.143	0.646	0.479	0	0	0.609	0.702	0.666	0.653	16.972	0.06	16.316	0.06	16.324	0.058	7.268	0.16	7.808	0.153	7.439	0.161	1.619	0.121	1.097	0.098	1.066	0.098	1.332	0.144	0.693	0.096	0.669	0.106	0.0083	0.3377	0.0238	0.0548	0	0.1854	0.123	0.267	5.293	19717.1161	0.091428571	60.18628571	-0.389714286	0.074285714	0.062857143	0.057142857	0.068571429	0.068571429	0.068571429	0.028571429	0.034285714	0.017142857	2.6	4.0	WLEK0457	WLEK0457
416.908	118.913	280.756	70.335	161.501	39.423	119.255	37.69	142.488	51.284	77.949	27.757	64.539	30.467	162.518	45.781	3.817	0.195	0.443	0.042	0.136	0.094	18.419	15.475	11.119	5.7	3.581	0.335	9.469	1.762	1.89	0.734	52.33	4.997	4.101	0.918	9.885	2.106	77.642	52.703	8.863	2.271	0	0	0.201	0.401	0	0	0.747	0.598	1.624	0.806	1.972	0.193	0	0	1.47	0.528	0.962	0.194	0	0	0	0	1.474	0.622	0	0	0.997	0.063	0.001	0.032	2.934	0.323	0.522	0.5	0	0	0.657	0.824	0.473	0.499	16.859	0.046	16.206	0.05	16.219	0.05	7.182	0.108	7.753	0.097	7.384	0.094	1.691	0.124	1.173	0.084	1.157	0.084	1.098	0.135	0.767	0.083	0.667	0.091	0.0081	0.3219	0.0257	0.0522	0	0.1781	0.1507	0.2633	5.101	19672.097	0.085714286	58.32342857	-0.351428571	0.074285714	0.062857143	0.057142857	0.074285714	0.068571429	0.068571429	0.022857143	0.04	0.017142857	1.0	0.6	WLEK0458	WLEK0458
446.396	123.621	273.487	73.663	139.662	43.537	133.825	39.694	158.645	49.74	82.631	31.475	76.014	28.595	116.789	43.382	3.923	0.159	0.485	0.039	0.252	0.134	21.259	15.081	10.642	5.686	3.65	0.354	9.998	2.067	1.495	0.784	45.31	4.904	4.774	1.185	11.746	2.681	83.579	58.269	8.011	2.384	0.005	0.071	0.056	0.23	0	0	1.219	0.617	1.374	0.683	1.036	0.337	0	0	1.689	0.479	0.907	0.292	0	0	0	0	1.751	0.553	0	0	0.981	0.14	0	0	2.868	0.393	0.833	0.377	0	0	1.328	0.881	0.235	0.424	16.978	0.053	16.357	0.059	16.364	0.058	7.178	0.108	7.662	0.102	7.276	0.106	1.727	0.128	1.282	0.111	1.242	0.109	1.371	0.159	1.049	0.154	1.028	0.163	0.0084	0.3359	0.0256	0.0499	0	0.1749	0.1415	0.2638	5.101	19634.0457	0.085714286	57.22285714	-0.343428571	0.074285714	0.062857143	0.057142857	0.074285714	0.068571429	0.062857143	0.022857143	0.04	0.017142857	1.2	0.2	WLEK0460	WLEK0460
478.258	138.281	303.689	81.174	155.273	49.702	148.416	39.305	172.166	51.737	88.955	33.024	83.21	27.742	139.139	52.867	3.906	0.344	0.468	0.063	0.366	0.137	44.921	22.97	13.652	5.97	3.99	0.536	9.691	2.219	1.682	0.603	45.885	7.05	4.513	1.053	11.352	2.756	96.398	65.074	8.019	2.833	0.006	0.077	0.055	0.228	0.004	0.063	1.058	0.414	1.098	0.834	1.416	0.579	0	0	1.659	0.622	0.977	0.153	0	0	0	0	1.708	0.504	0	0	0.984	0.129	0.008	0.089	2.311	0.892	0.04	0.196	0	0	2.122	1.229	0.303	0.46	16.972	0.064	16.33	0.062	16.343	0.061	7.202	0.109	7.646	0.118	7.295	0.123	1.93	0.235	1.431	0.21	1.383	0.201	1.246	0.177	0.984	0.238	0.89	0.309	0.0084	0.3248	0.0237	0.0496	0	0.1877	0.1382	0.2676	4.961	19645.0684	0.085714286	59.424	-0.348	0.074285714	0.062857143	0.057142857	0.074285714	0.068571429	0.068571429	0.022857143	0.04	0.017142857	2.4	3.7	WLEK0463	WLEK0463
337.376	178.753	231.685	111.633	127.198	64.576	104.487	53.467	124.709	66.591	69.981	41.033	54.727	32.669	91.332	61.937	3.604	1.043	0.443	0.145	0.23	0.208	17.537	19.433	9.506	7.42	3.49	1.178	7.586	3.305	1.227	1.104	45.315	14.803	3.617	1.742	9.26	4.763	54.182	53.455	5.425	3.349	0	0	0.16	0.367	0	0	1.16	0.765	0.996	0.829	0.712	0.502	0	0	1.531	0.805	0.872	0.335	0	0	0	0	1.355	0.773	0	0	0.822	0.383	0.016	0.125	1.949	0.977	0.353	0.478	0	0	1.025	1.038	0.229	0.425	17.018	0.061	16.4	0.057	16.41	0.058	7.708	0.214	8.228	0.197	7.933	0.215	1.962	0.256	1.382	0.181	1.352	0.181	2.116	0.562	1.76	0.44	1.786	0.456	0.0092	0.332	0.0254	0.0572	0	0.1693	0.1293	0.2776	4.844	19645.0684	0.085714286	59.424	-0.348	0.074285714	0.062857143	0.057142857	0.074285714	0.068571429	0.068571429	0.022857143	0.04	0.017142857	0.0	0.1	WLEK0466	WLEK0466
497.38	134.286	297.621	76.434	172.118	44.693	125.503	39.599	175.741	53.413	101.363	33.099	74.378	29.195	131.938	51.913	4.021	0.11	0.524	0.053	0.131	0.084	12.614	11.647	14.615	5.318	3.602	0.325	9.888	2.043	1.847	1.061	51.336	4.674	4.409	1.092	10.664	2.507	91.143	64.827	8.641	2.455	0.012	0.109	0.571	0.501	0	0	0.821	0.651	2.187	0.837	1.677	0.519	0	0	1.96	0.456	0.959	0.201	0	0	0	0	1.138	0.566	0	0	0.991	0.1	0	0	2.926	0.281	0.582	0.494	0	0	1.214	1.121	0.596	0.519	17.028	0.059	16.377	0.061	16.387	0.06	7.18	0.125	7.724	0.113	7.369	0.114	1.827	0.18	1.345	0.162	1.315	0.161	1.565	0.169	1.129	0.241	1.111	0.255	0.0081	0.3249	0.0272	0.0633	0	0.1649	0.1254	0.2862	5.293	19669.0733	0.085714286	58.32342857	-0.384571429	0.074285714	0.062857143	0.057142857	0.074285714	0.068571429	0.068571429	0.022857143	0.034285714	0.017142857	3.6	6.0	WLEK0468	WLEK0468
363.893	141.969	239.649	84.337	144.068	51.921	95.581	40.528	138.837	54.582	89.2	36.118	49.637	26.382	101.44	45.885	3.869	0.622	0.51	0.1	0.179	0.133	13.996	14.391	16.954	5.972	3.54	0.685	7.078	2.368	2.35	0.906	49.93	9.9	3.826	1.411	8.911	3.118	58.327	53.617	5.974	2.581	0.002	0.045	0.693	0.483	0	0	0.329	0.505	2.059	1.012	0.88	0.498	0	0	1.553	0.684	0.952	0.216	0	0	0	0	1.034	0.616	0	0	0.87	0.337	0.002	0.045	2.483	0.785	0.14	0.347	0	0	0.567	0.8	0.731	0.444	16.946	0.062	16.304	0.067	16.315	0.065	7.127	0.131	7.592	0.125	7.269	0.123	1.873	0.232	1.405	0.205	1.406	0.22	1.663	0.233	1.119	0.148	1.055	0.183	0.0084	0.3337	0.028	0.0604	0	0.1684	0.1382	0.2629	5.101	19644.0836	0.085714286	58.32342857	-0.348	0.074285714	0.062857143	0.057142857	0.074285714	0.068571429	0.068571429	0.022857143	0.04	0.017142857	0.5	0.3	WLEK0470	WLEK0470
473.233	148.955	318.984	96.2	172.992	54.605	145.992	48.792	175.298	60.52	101.969	38.19	73.328	30.229	91.04	41.087	4.009	0.11	0.478	0.041	0.198	0.114	10.437	8.584	15.173	6.264	3.502	0.353	9.398	2.17	0.64	0.999	50.229	5.346	4.952	1.424	12.666	3.254	102.877	78.147	6.232	2.235	0.013	0.113	0.205	0.404	0	0	1.22	0.705	1.484	0.936	0.954	0.702	0	0	1.884	0.617	0.888	0.317	0	0	0	0	0.767	0.705	0	0	0.997	0.063	0.005	0.071	2.899	0.354	0.997	0.063	0	0	1.468	0.946	0.588	0.635	17.062	0.057	16.422	0.063	16.431	0.063	7.682	0.146	8.119	0.132	7.823	0.133	1.854	0.129	1.394	0.107	1.367	0.11	1.551	0.127	1.198	0.107	1.186	0.111	0.0084	0.3343	0.0238	0.0509	0	0.1672	0.1338	0.2816	5.101	19648.0723	0.085714286	56.73771429	-0.342857143	0.074285714	0.062857143	0.057142857	0.074285714	0.068571429	0.062857143	0.022857143	0.04	0.017142857	0.7	0.3	WLEK0472	WLEK0472
437.397	151.8	283.156	91.057	172.047	55.004	111.109	44.532	161.975	60.323	101.709	39.729	60.266	29.612	110.136	56.634	4.015	0.194	0.518	0.073	0.147	0.135	11.956	14.725	10.12	5.299	3.239	0.415	8.731	2.641	0.162	1.042	51.91	5.981	4.267	1.588	10.726	3.679	73.355	66.448	6.516	3.011	0.05	0.218	0.24	0.441	0	0	1.743	0.704	2.117	1.062	0.88	0.544	0	0	2.06	0.753	0.894	0.309	0	0	0	0	0.771	0.859	0	0	0.939	0.241	0.003	0.055	2.533	0.611	0.973	0.165	0	0	0.697	0.89	0.259	0.443	17.164	0.094	16.542	0.088	16.547	0.091	7.837	0.375	8.281	0.321	8.012	0.348	2.075	0.273	1.662	0.238	1.626	0.24	2.077	0.415	1.718	0.371	1.795	0.387	0.0084	0.3347	0.0309	0.0545	0	0.1634	0.1388	0.2693	5.293	19644.0836	0.085714286	58.32342857	-0.348	0.074285714	0.062857143	0.057142857	0.074285714	0.068571429	0.068571429	0.022857143	0.04	0.017142857	0.7	0.6	WLEK0473	WLEK0473
373.722	95.349	239.904	54.108	140.85	38.755	99.054	24.929	118.054	39.237	70.901	29.436	47.153	19.608	132.019	40.855	3.867	0.102	0.455	0.042	0.161	0.106	18.127	14.845	7.855	4.731	3.494	0.245	9.033	1.545	1.578	0.776	52.067	4.261	3.819	0.726	9.178	1.935	52.326	33.981	8.698	2.486	0	0	0.979	0.343	0	0	1.198	0.64	1.92	0.521	1.552	0.506	0	0	1.765	0.655	0.941	0.237	0	0	0	0	0.856	0.352	0	0	0.991	0.1	0.005	0.071	2.937	0.293	0.26	0.439	0	0	0.31	0.54	0.179	0.391	16.906	0.046	16.292	0.048	16.305	0.047	7.236	0.105	7.71	0.097	7.352	0.095	1.661	0.144	1.103	0.112	1.079	0.11	1.061	0.117	0.755	0.081	0.615	0.112	0.0085	0.3345	0.0237	0.0553	0	0.1839	0.1315	0.2626	4.949	19619.0542	0.085714286	55.10742857	-0.311428571	0.074285714	0.062857143	0.057142857	0.074285714	0.068571429	0.068571429	0.022857143	0.04	0.017142857	0.2	0.2	WLEK0474	WLEK0474
431.567	166.006	262.79	94.862	156.603	56.164	106.187	47.064	153.131	59.329	95.885	40.77	57.247	27.906	103.109	60.714	3.913	0.216	0.514	0.072	0.169	0.137	15.652	17.539	17.613	6.537	3.716	0.455	8.741	2.764	1.686	1.066	51.507	6.748	4.284	1.436	10.452	3.662	76.719	68.248	7.419	2.803	0.009	0.094	0.227	0.421	0	0	0.639	0.621	1.817	0.955	0.918	0.76	0	0	1.469	0.572	0.771	0.421	0	0	0	0	1.327	0.771	0	0	0.952	0.216	0.001	0.032	2.828	0.452	0.477	0.5	0	0	1.554	1.041	0.337	0.475	16.891	0.051	16.253	0.054	16.266	0.054	7.201	0.116	7.86	0.114	7.52	0.124	1.688	0.111	1.247	0.107	1.234	0.104	1.175	0.102	0.836	0.102	0.807	0.123	0.0085	0.3313	0.0255	0.0594	0	0.1736	0.1385	0.2632	5.101	19644.0836	0.085714286	58.32342857	-0.348	0.074285714	0.062857143	0.057142857	0.074285714	0.068571429	0.068571429	0.022857143	0.04	0.017142857	0.2	0.1	WLEK0477	WLEK0477
442.903	136.825	277.223	80.008	138.997	48.503	138.226	43.662	148.021	54.268	81.165	35.136	66.856	29.392	96.101	42.449	4.038	0.113	0.483	0.048	0.282	0.135	19.02	12.525	15.165	6.662	3.404	0.366	8.872	2.597	0.948	1.131	47.208	5.017	4.254	1.454	10.825	3.372	74.553	59.963	7.86	2.725	0.03	0.171	0.166	0.372	0	0	0.88	0.758	1.759	0.852	1.233	0.65	0	0	1.841	0.669	0.794	0.405	0	0	0	0	0.868	0.876	0	0	0.99	0.104	0.016	0.125	2.892	0.314	0.981	0.14	0	0	1.058	0.992	0.429	0.584	17.029	0.052	16.411	0.059	16.417	0.057	7.51	0.127	7.971	0.131	7.628	0.136	1.791	0.13	1.317	0.106	1.292	0.103	1.633	0.181	1.119	0.128	1.115	0.132	0.0085	0.3383	0.0232	0.0565	0	0.1778	0.1322	0.2635	5.522	19668.0885	0.085714286	57.89257143	-0.384571429	0.074285714	0.062857143	0.057142857	0.074285714	0.068571429	0.068571429	0.022857143	0.034285714	0.017142857	0.8	0.9	WLEK0482	WLEK0482
424.822	116.814	266.173	67.018	158.83	46.274	107.344	30.111	130.438	44.933	83.019	33.56	47.419	20.661	108.997	45.235	3.903	0.171	0.479	0.051	0.114	0.103	9.876	11.963	13.156	5.252	3.3	0.327	8.766	1.848	1.111	1.11	51.755	4.91	3.888	0.865	9.924	2.611	62.816	43.735	7.423	2.3	0	0	0.281	0.456	0	0	0.765	0.706	2.084	0.764	1.521	0.544	0	0	2.181	0.604	0.74	0.439	0	0	0	0	0.855	0.478	0	0	0.998	0.055	0.096	0.295	2.977	0.198	0.914	0.282	0	0	0.713	0.73	0.338	0.479	16.914	0.046	16.277	0.047	16.29	0.046	7.2	0.101	7.724	0.098	7.399	0.105	1.64	0.092	1.144	0.074	1.1	0.073	1.579	0.157	0.825	0.113	0.778	0.121	0.0084	0.335	0.0273	0.055	0	0.1765	0.1357	0.2621	4.961	19610.9444	0.091428571	58.32342857	-0.372	0.074285714	0.062857143	0.062857143	0.068571429	0.062857143	0.068571429	0.028571429	0.034285714	0.017142857	5.2	8.9	WLEK0485	WLEK0485
436.392	143.66	290.229	86.955	174.205	53.287	116.024	43.358	143.212	55.835	84.816	35.011	58.396	29.111	165.311	67.652	3.849	0.369	0.442	0.069	0.207	0.12	28.563	24.367	11.22	5.296	3.569	0.454	9.386	2.248	1.827	0.802	51.084	7.06	4.172	1.176	10.29	2.873	88.058	66.055	8.613	3.078	0.007	0.083	0.212	0.409	0.002	0.045	0.763	0.584	1.422	0.75	1.759	0.49	0	0	1.942	0.454	0.967	0.181	0	0	0	0	1.411	0.571	0	0	0.983	0.133	0.003	0.055	2.755	0.631	0.504	0.5	0	0	1.013	0.8	0.268	0.45	16.998	0.059	16.357	0.059	16.369	0.058	7.182	0.105	7.711	0.095	7.339	0.098	1.727	0.117	1.26	0.114	1.237	0.113	1.25	0.165	0.867	0.213	0.805	0.25	0.0085	0.3366	0.0262	0.055	0	0.1773	0.1337	0.2627	5.122	19656.0281	0.091428571	60.29371429	-0.383428571	0.074285714	0.062857143	0.057142857	0.068571429	0.068571429	0.062857143	0.028571429	0.034285714	0.017142857	5.5	9.6	WLEK0486	WLEK0486
485.731	132.556	316.585	79.383	162.782	47.949	153.802	47.484	156.436	55.348	80.004	31.915	76.432	35.284	159.762	57.189	3.894	0.112	0.45	0.039	0.197	0.104	23.201	17.656	16.235	5.291	3.475	0.32	9.374	2.184	1.567	0.811	45.901	4.209	4.501	1.006	11.248	2.483	99.37	61.443	8.814	2.746	0	0	0.117	0.328	0.001	0.032	0.804	0.605	2.807	0.928	1.319	0.479	0	0	1.792	0.525	0.914	0.282	0	0	0	0	1.34	0.672	0	0	0.999	0.045	0	0	2.98	0.156	0.87	0.337	0	0	1.029	0.908	0.43	0.507	16.881	0.044	16.246	0.052	16.257	0.05	7.238	0.098	7.792	0.097	7.415	0.098	1.558	0.109	1.058	0.087	1.018	0.083	1.188	0.195	0.687	0.083	0.681	0.1	0.0084	0.3266	0.0257	0.0617	0	0.1643	0.1414	0.2719	4.949	19514.9232	0.085714286	59.02857143	-0.302857143	0.08	0.062857143	0.062857143	0.074285714	0.062857143	0.068571429	0.028571429	0.04	0.017142857	4.4	6.6	WLEK0487	WLEK0487
477.472	159.454	321.413	93.368	205.865	64.757	115.548	36.946	157.986	67.374	113.766	51.873	44.221	23.883	119.624	50.391	3.963	0.224	0.444	0.051	0.128	0.116	10.584	12.187	12.038	5.755	3.484	0.442	10.329	2.437	1.223	1.187	55.751	6.681	4.675	1.307	11.744	3.049	95.703	74.359	8.183	2.86	0.007	0.083	0.494	0.5	0	0	1.153	0.758	1.721	0.83	1.445	0.519	0	0	2.519	0.654	0.982	0.137	0	0	0	0	0.9	0.885	0	0	0.82	0.385	0.311	0.463	2.854	0.411	0.948	0.224	0	0	1.553	0.985	0.591	0.581	16.937	0.066	16.317	0.064	16.33	0.063	7.377	0.128	7.951	0.12	7.624	0.124	1.75	0.113	1.25	0.109	1.239	0.111	1.48	0.15	1.167	0.173	1.145	0.164	0.0079	0.3266	0.0265	0.0571	0	0.1712	0.135	0.2757	5.122	19656.0281	0.091428571	60.29371429	-0.383428571	0.074285714	0.062857143	0.057142857	0.068571429	0.068571429	0.062857143	0.028571429	0.034285714	0.017142857	5.5	10.0	WLEK0488	WLEK0488
