nb_abpa,nb_abpa_st,ala,ala_st,arg,arg_st,asn,asn_st,asp,asp_st,cys,cys_st,gln,gln_st,glu,gly,gly_st,his,his_st,leu,lys,lys_st,met,phe,pro,pro_st,ser,ser_st,thr,thr_st
0.871595180348586,0.9018110822873038,1.4347910741925065,1.2161079978272185,0.7837692761694437,0.9039321933885216,-0.40835398255569055,-0.49769311663110116,-0.17149570703976708,-0.17714856146685154,0.6561208286842048,0.12774887549984865,-0.2899863438601633,0.04410636616649774,-0.0803219328902499,1.2324761714619503,-1.1445583715002,0.7852072052894505,-1.1467803777212355,-0.09853188410969681,0.5611007720171386,-0.37374742746203155,-0.09853292781642932,0.6565803078402066,-0.813415575104537,-1.1580952085936413,0.749183551791887,-0.716041632375334,1.260413491519336,-1.3900078562873055
-0.8201514466669211,-0.5430308182312418,0.5411678921476948,0.7526892273772136,-0.055122138045534896,0.07426128198047571,0.6619167023618315,1.9332747104879358,-1.4954458797881836,-0.9680678590829289,1.0515704319856412,-1.0882105034625846,-0.6565067467847299,-0.287698642128668,-0.0803219328902499,-0.05312708585954448,-0.7437387464968038,0.007934169036185792,0.2510595210175581,-0.09853188410969681,-0.5284133194474109,-0.38123733581570335,-0.09853292781642932,0.6565803078402066,-0.6525074057788798,-0.3472441750351261,2.66823825845005,0.43338854789514936,1.0302242140742843,0.41616180506845835
-0.9767892645836872,2.675087038877302,2.30540648515661,1.7394576197802962,0.28501625626801746,0.5086903080932865,-0.40835398255569055,-0.49769311663110116,0.0682599948878197,1.3430442564570992,-0.2108571224476747,2.0758058101476404,-0.9931384090253669,0.4856440053309498,-0.0803219328902499,-1.1797029235017735,1.691781125276131,0.15357096258439445,0.059954415676958625,-0.09853188410969681,0.14105544903546238,1.1210851434047968,-0.09853292781642932,-2.018200677444696,1.9091482227233212,1.5028081899751435,-2.0261177382602797,2.0290791896243046,-1.0392548635444523,1.3525482854835715
-0.00934622067089978,-0.7119923950020121,1.4347910741925065,1.2161079978272185,-1.3935527976531839,-1.4984350032444305,4.749950142777635,2.114423442034097,0.9769398921741057,0.5441145476127172,-0.8407838181041285,-0.04266967299084225,1.2804662398411861,-0.6919559235873098,-0.0803219328902499,1.2492871915000834,0.8713180932001492,-0.3523914933907371,0.6491257197900432,-0.09853188410969681,1.5372682572142942,0.11034956166713737,-0.09853292781642932,0.23684622887036189,-0.5001590213635463,-0.08267704620034286,0.8535528532480939,-0.6726328932584191,0.6069670400777077,-0.48865266406535507
0.4749798073988265,-0.3862167152278296,1.7407026560443326,1.3703989611192167,0.9249952853958032,0.9922841094726357,-0.40835398255569055,-0.49769311663110116,1.7892714295069558,-0.8162045520251506,0.9756904168616929,1.0888211859797925,0.3960395339255848,0.012304278558198272,12.449899597988734,0.2221245280461849,-0.07866403303106033,0.6811557389479702,-0.8782000500662316,-0.09853188410969681,-0.2027214820496711,1.0122935889435596,10.148891565092221,1.1488953078066964,2.207420348742481,1.7666969736733311,0.8403115695065004,-0.7248082672531967,-1.9399974187388158,-0.5893737366565772
0.4476188053272624,-1.6457077089193883,-0.5554141513995786,-0.16448133792485445,-1.4127433330064403,-1.5484324034147416,0.6619167023618315,1.9332747104879358,0.8456799375301618,-1.4530463475513744,-1.3897447782519563,-1.891550885243628,1.4235133048480877,-1.4411194592165748,-0.0803219328902499,-1.5754734707363733,-0.27010598276017317,0.24702026310973285,-0.0778503615277618,-0.09853188410969681,2.020584202749527,-0.8557730335625175,-0.09853292781642932,0.8929420832998018,-0.08996639647701679,0.35883765497013553,1.1017662332324993,-1.2438558624218925,-0.34930904222824166,0.7682052863075477
1.9834433376754474,-1.168514654524885,-0.5554141513995786,-0.16448133792485445,1.085139867542229,1.1082751464339413,0.6619167023618315,1.9332747104879358,1.7816000311639657,0.7767561204662128,0.9618378843523996,-0.48058450461595575,1.5321064387006371,0.10783717737668927,-0.0803219328902499,0.6808588889183222,0.9751650260308979,1.0323808920257793,-2.028369570256434,-0.09853188410969681,1.014606740938966,-0.06777071004662254,-0.09853292781642932,1.0613050550286556,1.804214802050991,1.4399062001565597,0.6483116526555716,-0.8050072887858926,1.2867876416868012,-1.427818791733717
-0.8602979630906009,1.5106904071036826,-0.8419745776169314,-1.1804886765103721,0.6585874582668074,0.8789847806835349,-0.40835398255569055,-0.49769311663110116,-0.9957999585145774,-0.6291063201719003,-0.08381272888455478,1.0506346069440002,-0.659410614081549,1.5602249740054572,-0.0803219328902499,-0.6559878853470279,-0.18890281240042736,0.16283119147304742,0.040475032595208,-0.09853188410969681,-0.13823199433833125,1.3162772812424308,-0.09853292781642932,-1.644388231588974,-0.813415575104537,-1.1580952085936413,-0.39868785288421316,0.6215748959402102,-0.8435038148056712,1.2357990195136186
2.052011485837595,-1.5395867439129418,-0.8419745776169314,-1.1804886765103721,-0.7060281048250509,-0.6374891750899278,-0.40835398255569055,-0.49769311663110116,0.8270882107919322,-2.0342868570452293,-1.317673883408887,-1.5982338561924627,1.4522157360997274,-1.625964685850419,-0.0803219328902499,0.8668074201447279,-2.3874132526939884,1.0214029959361064,-1.987468513610684,-0.09853188410969681,1.7460854777355697,-1.2821451577704213,-0.09853292781642932,0.9760069400810149,-0.35590719998868564,0.0998855133582125,0.7620361491766277,-0.8322692310771352,0.014251344679542387,0.28559155005466774
-0.622239090578994,-1.5724885231532257,-0.5554141513995786,-0.16448133792485445,-0.48347036972188073,-0.3513747293722704,-0.40835398255569055,-0.49769311663110116,0.26275823388383085,1.1772310744134489,0.9479679151735502,-1.7039911139848345,-1.0840957325324325,-1.0737184570472256,-0.0803219328902499,-0.05767887066937578,0.010334535193674535,-0.009939160654307682,0.2698084599602561,-0.09853188410969681,-0.6567751586845525,-1.713027325817234,-0.09853292781642932,1.1488953078066964,-0.813415575104537,-1.1580952085936413,0.6857358455290808,-0.9156877159853848,1.6830117261953281,-2.08018460216387
